Obs Key,Taxon grou,TaxonName,Common Nam,date,grid,location,survey,note,All Design,Sample Yea,Recorders,Sample 1 k,Northing,Easting
SR0003650001JD65,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD66,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD67,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD68,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD70,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD71,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD72,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD73,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7V,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7W,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7X,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7Y,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD4X,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD4Y,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD4Z,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD50,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD51,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD52,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6L,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6M,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6N,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7G,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7H,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7I,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5E,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5F,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5G,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5H,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5I,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5T,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5U,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5V,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5W,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD5X,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD69,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6A,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6B,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6C,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6D,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6E,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6O,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6P,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6Q,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6R,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD6S,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD74,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD75,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD76,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD77,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD78,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD79,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7J,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7K,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7L,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7M,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7N,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD7Z,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD80,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD81,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD82,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD83,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JD84,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,15/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIB,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIC,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCID,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIE,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIF,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCIG,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
SR0003650001JCK6,terrestrial mammal,Pipistrellus nathusii,Nathusius's Pipistrelle,14/09/2021,SP1159825243,Naunton Well,Ecological consultants surveys,SM2 detector,"Bern-A2, CMS_A2, CMS_EUROBATS-A1, HabDir-A4, HabReg-Sch2, WACA-Sch5_sect9.4b, WACA-Sch5_sect9.5a, WACA-Sch5Sect9.4c",2021,Henry Andrews,SP1125,225243,411598
