tok,rtvk,rtlik,actual_name,date,date_start,date_end,date_type,date_entered,date_modified,grid,grid_ref_type,grid_ref_release_res,location,count,abundance,recorder,determiner,determination_type,record_type,survey,source_meta_data,ring_number,note,verification_level,date_formatted,easting_centred,northing_centred,easting_min,northing_min,easting_max,northing_max,grid_ref_10m_sq,grid_ref_100m_sq,grid_ref_1km_sq,grid_ref_10km_sq,lat,lon,resolution,geom_point,geom_poly,geom_mobile,updated_at,created_at,vc,ua,lrc_array
LC00021500015HZB,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,02/08/2019,02/08/2019,02/08/2019,D,18/05/2021,18/05/2021,SS81038562,Imported,NULL,Margam Park,1,1,Aaron Davies,Aaron Davies,Correct,Bat Roost,SEWBReCORD (Direct Import),,H9605,Adult: male. Male: Adult - 32.5 mm FA: 5th Digit 4.6 (R=1.41): Gap 0.40. Ring number H9605- Wales Nathusius pipistrelle project. ID by Aaron Davies and Denise Foster. Wales Nathusius pipistrelle project:::. Verified by:davies: aaron as Accepted on 31/10/2020.Verifi,3,02/08/2019,281035,185625,281030,185620,281040,185630,SS81038562,SS810856,SS8185,SS88,51.55692468,-3.717418982,10,0101000020346C0000000000002C27114100000000C8A80641,0103000020346C00000100000005000000000000001827114100000000A0A80641000000001827114100000000F0A80641000000004027114100000000F0A80641000000004027114100000000A0A80641000000001827114100000000A0A80641,0103000020346C0000010000002100000000000000142B114100000000C8A80641F22208C9002B11410D50C1D141A70641EC0A29E1C72A11412E2715A2CAA50641098338786B2A1141EB6A0ADC70A406410803561BEF291141F0F953C941A306418ACAFA9157291141EEF98E0F49A20641696CF5AEAA28114129EAAD3D90A10641F9571F17EF2711411CBAEF6D1EA10641000000002C27114100000000F8A0064107A8E0E8682611411CBAEF6D1EA1064197930A51AD25114129EAAD3D90A106417635056E00251141EEF98E0F49A20641F8FCA9E468241141F0F953C941A30641F77CC787EC231141EB6A0ADC70A4064114F5D61E902311412E2715A2CAA506410EDDF736572311410D50C1D141A70641000000004423114100000000C8A806410EDDF73657231141F3AF3E2E4EAA064114F5D61E90231141D2D8EA5DC5AB0641F77CC787EC2311411595F5231FAD0641F8FCA9E4682411411006AC364EAE06417635056E00251141120671F046AF064197930A51AD251141D71552C2FFAF064107A8E0E868261141E445109271B00641000000002C2711410000000098B00641F9571F17EF271141E445109271B00641696CF5AEAA281141D81552C2FFAF06418ACAFA9157291141120671F046AF06410803561BEF2911411006AC364EAE0641098338786B2A11411595F5231FAD0641EC0A29E1C72A1141D2D8EA5DC5AB0641F22208C9002B1141F3AF3E2E4EAA064100000000142B114100000000C8A80641,20/12/2023 17:31,20/12/2023 17:31,{41},"{136,181,182}",{3}
LC00021500015HZC,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,02/08/2019,02/08/2019,02/08/2019,D,18/05/2021,18/05/2021,SS81038562,Imported,NULL,Margam Park,1,1,Aaron Davies,Aaron Davies,Correct,Bat Roost,SEWBReCORD (Direct Import),,H9604,Adult: male. Male: Adult - 33.6 mm FA: 8.8g: 5th Digit 4.2 (R=1.25): Gap 0.35. Ring number H9604- Wales Nathusius pipistrelle project. ID by Aaron Davies and Denise Foster. Wales Nathusius pipistrelle project:::. Verified by:davies: aaron as Accepted on 31/10/2020.Verifi,3,02/08/2019,281035,185625,281030,185620,281040,185630,SS81038562,SS810856,SS8185,SS88,51.55692468,-3.717418982,10,0101000020346C0000000000002C27114100000000C8A80641,0103000020346C00000100000005000000000000001827114100000000A0A80641000000001827114100000000F0A80641000000004027114100000000F0A80641000000004027114100000000A0A80641000000001827114100000000A0A80641,0103000020346C0000010000002100000000000000142B114100000000C8A80641F22208C9002B11410D50C1D141A70641EC0A29E1C72A11412E2715A2CAA50641098338786B2A1141EB6A0ADC70A406410803561BEF291141F0F953C941A306418ACAFA9157291141EEF98E0F49A20641696CF5AEAA28114129EAAD3D90A10641F9571F17EF2711411CBAEF6D1EA10641000000002C27114100000000F8A0064107A8E0E8682611411CBAEF6D1EA1064197930A51AD25114129EAAD3D90A106417635056E00251141EEF98E0F49A20641F8FCA9E468241141F0F953C941A30641F77CC787EC231141EB6A0ADC70A4064114F5D61E902311412E2715A2CAA506410EDDF736572311410D50C1D141A70641000000004423114100000000C8A806410EDDF73657231141F3AF3E2E4EAA064114F5D61E90231141D2D8EA5DC5AB0641F77CC787EC2311411595F5231FAD0641F8FCA9E4682411411006AC364EAE06417635056E00251141120671F046AF064197930A51AD251141D71552C2FFAF064107A8E0E868261141E445109271B00641000000002C2711410000000098B00641F9571F17EF271141E445109271B00641696CF5AEAA281141D81552C2FFAF06418ACAFA9157291141120671F046AF06410803561BEF2911411006AC364EAE0641098338786B2A11411595F5231FAD0641EC0A29E1C72A1141D2D8EA5DC5AB0641F22208C9002B1141F3AF3E2E4EAA064100000000142B114100000000C8A80641,20/12/2023 17:31,20/12/2023 17:31,{41},"{136,181,182}",{3}
LC00021500015I0Y,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,06/09/2019,06/09/2019,06/09/2019,D,18/05/2021,18/05/2021,SS80978568,Imported,NULL,Margam Park,1,1,Aaron Davies,Aaron Davies,Correct,Bat Roost,SEWBReCORD (Direct Import),,H9606,Adult: male. Male: Adult - 34.3 mm FA: 9.0g: 'T=0: E=2: E=PDT: Fifth digit 4.3 (FA Ratio 1.25). Ring number H9606: Gap 0.35- Wales Nathusius pipistrelle project. ID by Aaron Davies and Denise Foster. Wales Nathusius pipistrelle project:::. Verified by:davies: aaron as Accepted on 31/10/2020.Verifi,3,06/09/2019,280975,185685,280970,185680,280980,185690,SS80978568,SS809856,SS8085,SS88,51.55745125,-3.718304369,10,0101000020346C0000000000003C26114100000000A8AA0641,0103000020346C0000010000000500000000000000282611410000000080AA0641000000002826114100000000D0AA0641000000005026114100000000D0AA064100000000502611410000000080AA064100000000282611410000000080AA0641,0103000020346C0000010000002100000000000000242A114100000000A8AA0641F22208C9102A11410D50C1D121A90641EC0A29E1D72911412E2715A2AAA70641098338787B291141EB6A0ADC50A606410803561BFF281141F0F953C921A506418ACAFA9167281141EEF98E0F29A40641696CF5AEBA27114129EAAD3D70A30641F9571F17FF2611411CBAEF6DFEA20641000000003C26114100000000D8A2064107A8E0E8782511411CBAEF6DFEA2064197930A51BD24114129EAAD3D70A306417635056E10241141EEF98E0F29A40641F8FCA9E478231141F0F953C921A50641F77CC787FC221141EB6A0ADC50A6064114F5D61EA02211412E2715A2AAA706410EDDF736672211410D50C1D121A90641000000005422114100000000A8AA06410EDDF73667221141F3AF3E2E2EAC064114F5D61EA0221141D2D8EA5DA5AD0641F77CC787FC2211411595F523FFAE0641F8FCA9E4782311411006AC362EB006417635056E10241141120671F026B1064197930A51BD241141D71552C2DFB1064107A8E0E878251141E445109251B20641000000003C2611410000000078B20641F9571F17FF261141E445109251B20641696CF5AEBA271141D81552C2DFB106418ACAFA9167281141120671F026B106410803561BFF2811411006AC362EB00641098338787B2911411595F523FFAE0641EC0A29E1D7291141D2D8EA5DA5AD0641F22208C9102A1141F3AF3E2E2EAC064100000000242A114100000000A8AA0641,20/12/2023 17:31,20/12/2023 17:31,{41},"{136,181,182}",{3}
LC00021500015I1B,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,13/09/2014,13/09/2014,13/09/2014,D,18/05/2021,18/05/2021,ST14447803,Imported,NULL,Llandaff,1,1,Cardiff Bat Group,Cardiff Bat Group,Correct,Bat Roost,SEWBReCORD (Direct Import),,,Adult: female. Caught at Llandaff: radiotracked to roost in house. Roost for an indivdual. Verified by:davies: aaron as Accepted on 31/10/2020.Verifi,3,13/09/2014,314445,178035,314440,178030,314450,178040,ST14447803,ST144780,ST1478,ST17,51.49475964,-3.233790436,10,0101000020346C000000000000343113410000000098BB0541,0103000020346C0000010000000500000000000000203113410000000070BB0541000000002031134100000000C0BB0541000000004831134100000000C0BB054100000000483113410000000070BB054100000000203113410000000070BB0541,0103000020346C00000100000021000000000000001C3513410000000098BB0541F22208C9083513410D50C1D111BA0541EC0A29E1CF3413412E2715A29AB805410983387873341341EB6A0ADC40B705410803561BF7331341F0F953C911B605418ACAFA915F331341EEF98E0F19B50541696CF5AEB232134129EAAD3D60B40541F9571F17F73113411CBAEF6DEEB30541000000003431134100000000C8B3054107A8E0E8703013411CBAEF6DEEB3054197930A51B52F134129EAAD3D60B405417635056E082F1341EEF98E0F19B50541F8FCA9E4702E1341F0F953C911B60541F77CC787F42D1341EB6A0ADC40B7054114F5D61E982D13412E2715A29AB805410EDDF7365F2D13410D50C1D111BA0541000000004C2D13410000000098BB05410EDDF7365F2D1341F3AF3E2E1EBD054114F5D61E982D1341D2D8EA5D95BE0541F77CC787F42D13411595F523EFBF0541F8FCA9E4702E13411006AC361EC105417635056E082F1341120671F016C2054197930A51B52F1341D71552C2CFC2054107A8E0E870301341E445109241C3054100000000343113410000000068C30541F9571F17F7311341E445109241C30541696CF5AEB2321341D81552C2CFC205418ACAFA915F331341120671F016C205410803561BF73313411006AC361EC1054109833878733413411595F523EFBF0541EC0A29E1CF341341D2D8EA5D95BE0541F22208C908351341F3AF3E2E1EBD0541000000001C3513410000000098BB0541,20/12/2023 17:31,20/12/2023 17:31,{41},"{139,181}",{3}
LC00021500015I1G,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,10/12/2016,10/12/2016,10/12/2016,D,18/05/2021,18/05/2021,SS63119281,Imported,NULL,Sketty: Swansea,1,1,Greg Jones,Simon Allen,Correct,Bat Roost,SEWBReCORD (Direct Import),,,Adult: male. Single male recovered from domestic property: released 10/03/17 following a period of torpor in care at Gower Bird Hospital. . Verified by:davies: aaron as Accepted on 01/11/2020.Verifi,3,10/12/2016,263115,192815,263110,192810,263120,192820,SS63119281,SS631928,SS6392,SS69,51.61746685,-3.978559168,10,0101000020346C0000000000002C0F10410000000078890741,0103000020346C0000010000000500000000000000180F1041000000005089074100000000180F104100000000A089074100000000400F104100000000A089074100000000400F1041000000005089074100000000180F10410000000050890741,0103000020346C0000010000002100000000000000141310410000000078890741F22208C9001310410D50C1D1F1870741EC0A29E1C71210412E2715A27A860741098338786B121041EB6A0ADC208507410803561BEF111041F0F953C9F18307418ACAFA9157111041EEF98E0FF9820741696CF5AEAA10104129EAAD3D40820741F9571F17EF0F10411CBAEF6DCE810741000000002C0F104100000000A881074107A8E0E8680E10411CBAEF6DCE81074197930A51AD0D104129EAAD3D408207417635056E000D1041EEF98E0FF9820741F8FCA9E4680C1041F0F953C9F1830741F77CC787EC0B1041EB6A0ADC2085074114F5D61E900B10412E2715A27A8607410EDDF736570B10410D50C1D1F187074100000000440B104100000000788907410EDDF736570B1041F3AF3E2EFE8A074114F5D61E900B1041D2D8EA5D758C0741F77CC787EC0B10411595F523CF8D0741F8FCA9E4680C10411006AC36FE8E07417635056E000D1041120671F0F68F074197930A51AD0D1041D71552C2AF90074107A8E0E8680E1041E445109221910741000000002C0F10410000000048910741F9571F17EF0F1041E445109221910741696CF5AEAA101041D81552C2AF9007418ACAFA9157111041120671F0F68F07410803561BEF1110411006AC36FE8E0741098338786B1210411595F523CF8D0741EC0A29E1C7121041D2D8EA5D758C0741F22208C900131041F3AF3E2EFE8A074100000000141310410000000078890741,20/12/2023 17:31,20/12/2023 17:31,{41},"{135,181,182}",{3}
LC00021500015K6H,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,11/02/2015,11/02/2015,11/02/2015,D,18/05/2021,18/05/2021,ST15428719,Imported,NULL,Caerphilly,1,1,Lucy Emery,Dr Alex Pollard,Correct,Possible Roost,SEWBReCORD (Direct Import),,,Adult: female. BCT Bat Care Call: Bat found in sink upstairs in building: further surveys required to determine if roost. Lots of features in building suitable for bats. Determiners: Alex Pollard: Richard Crompton. Verified by:Warren: Tom as Accepted on 14/09/2020 11:34.,3,11/02/2015,315425,187195,315420,187190,315430,187200,ST15428719,ST154871,ST1587,ST18,51.57724988,-3.221880782,10,0101000020346C0000000000008440134100000000D8D90641,0103000020346C00000100000005000000000000007040134100000000B0D9064100000000704013410000000000DA064100000000984013410000000000DA0641000000009840134100000000B0D90641000000007040134100000000B0D90641,0103000020346C00000100000021000000000000006C44134100000000D8D90641F22208C9584413410D50C1D151D80641EC0A29E11F4413412E2715A2DAD6064109833878C3431341EB6A0ADC80D506410803561B47431341F0F953C951D406418ACAFA91AF421341EEF98E0F59D30641696CF5AE0242134129EAAD3DA0D20641F9571F17474113411CBAEF6D2ED2064100000000844013410000000008D2064107A8E0E8C03F13411CBAEF6D2ED2064197930A51053F134129EAAD3DA0D206417635056E583E1341EEF98E0F59D30641F8FCA9E4C03D1341F0F953C951D40641F77CC787443D1341EB6A0ADC80D5064114F5D61EE83C13412E2715A2DAD606410EDDF736AF3C13410D50C1D151D80641000000009C3C134100000000D8D906410EDDF736AF3C1341F3AF3E2E5EDB064114F5D61EE83C1341D2D8EA5DD5DC0641F77CC787443D13411595F5232FDE0641F8FCA9E4C03D13411006AC365EDF06417635056E583E1341120671F056E0064197930A51053F1341D71552C20FE1064107A8E0E8C03F1341E445109281E10641000000008440134100000000A8E10641F9571F1747411341E445109281E10641696CF5AE02421341D81552C20FE106418ACAFA91AF421341120671F056E006410803561B474313411006AC365EDF064109833878C34313411595F5232FDE0641EC0A29E11F441341D2D8EA5DD5DC0641F22208C958441341F3AF3E2E5EDB0641000000006C44134100000000D8D90641,20/12/2023 17:31,20/12/2023 17:31,{41},"{141,181}",{3}
LC0002150001BHXS,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,01/04/2020,01/04/2020,31/10/2020,OO,10/02/2022,10/02/2022,ST173741,Imported,NULL,Ferry Road: Cardiff,1,1,Clare Wheeler,Clare Wheeler,Unconfirmed,Field Record,Wardell-Armstrong,,,Species recorded during activity surveys,2,April 2020 - October 2020,317350,174150,317300,174100,317400,174200,,ST173741,ST1774,ST17,51.46026799,-3.191044276,100,0101000020346C000000000000985E13410000000030420541,0103000020346C0000010000000500000000000000D05D134100000000A040054100000000D05D134100000000C043054100000000605F134100000000C043054100000000605F134100000000A040054100000000D05D134100000000A0400541,0103000020346C0000010000002100000000000000806213410000000030420541F22208C96C6213410D50C1D1A9400541EC0A29E1336213412E2715A2323F054109833878D7611341EB6A0ADCD83D05410803561B5B611341F0F953C9A93C05418ACAFA91C3601341EEF98E0FB13B0541696CF5AE1660134129EAAD3DF83A0541F9571F175B5F13411CBAEF6D863A054100000000985E134100000000603A054107A8E0E8D45D13411CBAEF6D863A054197930A51195D134129EAAD3DF83A05417635056E6C5C1341EEF98E0FB13B0541F8FCA9E4D45B1341F0F953C9A93C0541F77CC787585B1341EB6A0ADCD83D054114F5D61EFC5A13412E2715A2323F05410EDDF736C35A13410D50C1D1A940054100000000B05A134100000000304205410EDDF736C35A1341F3AF3E2EB643054114F5D61EFC5A1341D2D8EA5D2D450541F77CC787585B13411595F52387460541F8FCA9E4D45B13411006AC36B64705417635056E6C5C1341120671F0AE48054197930A51195D1341D71552C26749054107A8E0E8D45D1341E4451092D949054100000000985E134100000000004A0541F9571F175B5F1341E4451092D9490541696CF5AE16601341D81552C2674905418ACAFA91C3601341120671F0AE4805410803561B5B6113411006AC36B647054109833878D76113411595F52387460541EC0A29E133621341D2D8EA5D2D450541F22208C96C621341F3AF3E2EB643054100000000806213410000000030420541,20/12/2023 18:12,20/12/2023 18:12,{41},"{139,181}",{3}
LC0002150001BHZO,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,01/06/2020,01/06/2020,01/06/2020,D,10/02/2022,10/02/2022,ST2867786504,Imported,NULL,Gaer Fort Footpath and Cycleway: Newport,1,1,Kate Wise: Tania Smith,Tania Smith,Unconfirmed,aural bat detector,Wardell-Armstrong,,,recorded on automated detector,2,01/06/2020,328677,186504,328677,186504,328678,186505,ST28678650,ST286865,ST2886,ST28,51.5728732,-3.030539542,1,0101000020346C000000000000940F14410000000040C40641,0103000020346C0000010000000500000000000000940F14410000000040C4064100000000940F14410000000048C4064100000000980F14410000000048C4064100000000980F14410000000040C4064100000000940F14410000000040C40641,0103000020346C00000100000021000000000000007C1314410000000040C40641F22208C9681314410D50C1D1B9C20641EC0A29E12F1314412E2715A242C1064109833878D3121441EB6A0ADCE8BF06410803561B57121441F0F953C9B9BE06418ACAFA91BF111441EEF98E0FC1BD0641696CF5AE1211144129EAAD3D08BD0641F9571F17571014411CBAEF6D96BC064100000000940F14410000000070BC064107A8E0E8D00E14411CBAEF6D96BC064197930A51150E144129EAAD3D08BD06417635056E680D1441EEF98E0FC1BD0641F8FCA9E4D00C1441F0F953C9B9BE0641F77CC787540C1441EB6A0ADCE8BF064114F5D61EF80B14412E2715A242C106410EDDF736BF0B14410D50C1D1B9C2064100000000AC0B14410000000040C406410EDDF736BF0B1441F3AF3E2EC6C5064114F5D61EF80B1441D2D8EA5D3DC70641F77CC787540C14411595F52397C80641F8FCA9E4D00C14411006AC36C6C906417635056E680D1441120671F0BECA064197930A51150E1441D71552C277CB064107A8E0E8D00E1441E4451092E9CB064100000000940F14410000000010CC0641F9571F1757101441E4451092E9CB0641696CF5AE12111441D81552C277CB06418ACAFA91BF111441120671F0BECA06410803561B571214411006AC36C6C9064109833878D31214411595F52397C80641EC0A29E12F131441D2D8EA5D3DC70641F22208C968131441F3AF3E2EC6C50641000000007C1314410000000040C40641,20/12/2023 18:12,20/12/2023 18:12,{35},"{145,181}",{3}
LC0002150001FJSQ,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,15/06/2022,15/06/2022,15/06/2022,D,27/02/2023,27/02/2023,SS9774369424,Imported,NULL,Bridge House Farm Field,1,1,Daniel White,Phil P.L. Morgan,Considered Correct,aural bat detector,Just Mammals,,,Bat detector: time expansion record  Commuting  Just Mammals Limited Record,3,15/06/2022,297743,169424,297743,169424,297744,169425,SS97746942,SS977694,SS9769,SS96,51.41458163,-3.471807919,1,0101000020346C0000000000003C2C12410000000080AE0441,0103000020346C00000100000005000000000000003C2C12410000000080AE0441000000003C2C12410000000088AE044100000000402C12410000000088AE044100000000402C12410000000080AE0441000000003C2C12410000000080AE0441,0103000020346C0000010000002100000000000000243012410000000080AE0441F22208C9103012410D50C1D1F9AC0441EC0A29E1D72F12412E2715A282AB0441098338787B2F1241EB6A0ADC28AA04410803561BFF2E1241F0F953C9F9A804418ACAFA91672E1241EEF98E0F01A80441696CF5AEBA2D124129EAAD3D48A70441F9571F17FF2C12411CBAEF6DD6A60441000000003C2C124100000000B0A6044107A8E0E8782B12411CBAEF6DD6A6044197930A51BD2A124129EAAD3D48A704417635056E102A1241EEF98E0F01A80441F8FCA9E478291241F0F953C9F9A80441F77CC787FC281241EB6A0ADC28AA044114F5D61EA02812412E2715A282AB04410EDDF736672812410D50C1D1F9AC044100000000542812410000000080AE04410EDDF73667281241F3AF3E2E06B0044114F5D61EA0281241D2D8EA5D7DB10441F77CC787FC2812411595F523D7B20441F8FCA9E4782912411006AC3606B404417635056E102A1241120671F0FEB4044197930A51BD2A1241D71552C2B7B5044107A8E0E8782B1241E445109229B60441000000003C2C12410000000050B60441F9571F17FF2C1241E445109229B60441696CF5AEBA2D1241D81552C2B7B504418ACAFA91672E1241120671F0FEB404410803561BFF2E12411006AC3606B40441098338787B2F12411595F523D7B20441EC0A29E1D72F1241D2D8EA5D7DB10441F22208C910301241F3AF3E2E06B0044100000000243012410000000080AE0441,20/12/2023 18:55,20/12/2023 18:55,{41},"{138,181}",{3}
LC0002150001FJSZ,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,01/06/2022,01/06/2022,01/06/2022,D,27/02/2023,27/02/2023,SO4734602276,Imported,NULL,Pool Cottage Garden,1,1,Miriam Wearing,Phil P.L. Morgan,Considered Correct,aural bat detector,Just Mammals,,,Bat detector: time expansion record  Commuting  Just Mammals Limited Record,3,01/06/2022,347346,202276,347346,202276,347347,202277,SO47340227,SO473022,SO4702,SO40,51.71672711,-2.763567257,1,0101000020346C000000000000483315410000000020B10841,0103000020346C0000010000000500000000000000483315410000000020B1084100000000483315410000000028B10841000000004C3315410000000028B10841000000004C3315410000000020B1084100000000483315410000000020B10841,0103000020346C0000010000002100000000000000303715410000000020B10841F22208C91C3715410D50C1D199AF0841EC0A29E1E33615412E2715A222AE08410983387887361541EB6A0ADCC8AC08410803561B0B361541F0F953C999AB08418ACAFA9173351541EEF98E0FA1AA0841696CF5AEC634154129EAAD3DE8A90841F9571F170B3415411CBAEF6D76A9084100000000483315410000000050A9084107A8E0E8843215411CBAEF6D76A9084197930A51C931154129EAAD3DE8A908417635056E1C311541EEF98E0FA1AA0841F8FCA9E484301541F0F953C999AB0841F77CC78708301541EB6A0ADCC8AC084114F5D61EAC2F15412E2715A222AE08410EDDF736732F15410D50C1D199AF084100000000602F15410000000020B108410EDDF736732F1541F3AF3E2EA6B2084114F5D61EAC2F1541D2D8EA5D1DB40841F77CC787083015411595F52377B50841F8FCA9E4843015411006AC36A6B608417635056E1C311541120671F09EB7084197930A51C9311541D71552C257B8084107A8E0E884321541E4451092C9B80841000000004833154100000000F0B80841F9571F170B341541E4451092C9B80841696CF5AEC6341541D81552C257B808418ACAFA9173351541120671F09EB708410803561B0B3615411006AC36A6B6084109833878873615411595F52377B50841EC0A29E1E3361541D2D8EA5D1DB40841F22208C91C371541F3AF3E2EA6B2084100000000303715410000000020B10841,20/12/2023 18:55,20/12/2023 18:55,{35},"{144,181}",{3}
LC0002150001OH8M,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,06/08/2023,06/08/2023,06/08/2023,D,10/11/2023,10/11/2023,SN67710389,Imported,NULL,Craig-cefn-parc: Abertawe: Wales: United Kingdom,1,1,David Griffith,David Griffith,Unconfirmed,Field Record,iRecord (Direct Import),,,Adult. In wood burning stove - moved to outside.,2,06/08/2023,267715,203895,267710,203890,267720,203900,SN67710389,SN677038,SN6703,SN60,51.71813447,-3.916356045,10,0101000020346C0000000000000C57104100000000B8E30841,0103000020346C0000010000000500000000000000F85610410000000090E3084100000000F856104100000000E0E30841000000002057104100000000E0E3084100000000205710410000000090E3084100000000F85610410000000090E30841,0103000020346C0000010000002100000000000000F45A104100000000B8E30841F22208C9E05A10410D50C1D131E20841EC0A29E1A75A10412E2715A2BAE00841098338784B5A1041EB6A0ADC60DF08410803561BCF591041F0F953C931DE08418ACAFA9137591041EEF98E0F39DD0841696CF5AE8A58104129EAAD3D80DC0841F9571F17CF5710411CBAEF6D0EDC0841000000000C57104100000000E8DB084107A8E0E8485610411CBAEF6D0EDC084197930A518D55104129EAAD3D80DC08417635056EE0541041EEF98E0F39DD0841F8FCA9E448541041F0F953C931DE0841F77CC787CC531041EB6A0ADC60DF084114F5D61E705310412E2715A2BAE008410EDDF736375310410D50C1D131E20841000000002453104100000000B8E308410EDDF73637531041F3AF3E2E3EE5084114F5D61E70531041D2D8EA5DB5E60841F77CC787CC5310411595F5230FE80841F8FCA9E4485410411006AC363EE908417635056EE0541041120671F036EA084197930A518D551041D71552C2EFEA084107A8E0E848561041E445109261EB0841000000000C5710410000000088EB0841F9571F17CF571041E445109261EB0841696CF5AE8A581041D81552C2EFEA08418ACAFA9137591041120671F036EA08410803561BCF5910411006AC363EE90841098338784B5A10411595F5230FE80841EC0A29E1A75A1041D2D8EA5DB5E60841F22208C9E05A1041F3AF3E2E3EE5084100000000F45A104100000000B8E30841,20/12/2023 20:12,20/12/2023 20:12,{41},"{135,181,182}",{3}
4786276,NHMSYS0000080187,                ,Pipistrellus nathusii,24/05/2016,24/05/2016,24/05/2016,D,08/03/2019,09/12/2020,SN59979631,,1000,"Chalet, Trefeddian Hotel, Aberdovey",1,1,Sarah Cartmel,Sam Dyer,Probably Correct,,D0242/002/01: Miscellaneous species records collected by Cartmel Ecology Ltd on behalf of various clients,https://my.lerc.online/Datasets.aspx?src=co&code=D0242/002/01,,Possible Nathusius pipistrelle seen and recorded foraging over the gorse bank at 22:02 hours. Did not emerge from the chalet.,3,24/05/2016,259975,296315,259970,296310,259980,296320,SN59979631,SN599963,SN5996,SN59,52.54662443,-4.06640991,10,0101000020346C00000000000038BC0F4100000000EC151241,0103000020346C000001000000050000000000000010BC0F4100000000D81512410000000010BC0F4100000000001612410000000060BC0F4100000000001612410000000060BC0F4100000000D81512410000000010BC0F4100000000D8151241,NULL,13/01/2024 22:04,13/01/2024 22:04,{48},"{127,180,181}",{2}
LC0002150000T8SN,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,16/08/2015,16/08/2015,16/08/2015,D,07/08/2020,07/08/2020,SN904074,Imported,NULL,Pontneddfechan Viaduct,2,2,Carmichael Family: Dyfrig Jones,Carmichael Family,Unassessed,Field Record,Atkins (Consultant) Records,,,August monitoring survey - Dusk emergence survey.,1,16/08/2015,290450,207450,290400,207400,290500,207500,,SN904074,SN9007,SN90,51.75499183,-3.588515221,100,0101000020346C00000000000048BA114100000000D0520941,0103000020346C000001000000050000000000000080B9114100000000405109410000000080B9114100000000605409410000000010BB114100000000605409410000000010BB114100000000405109410000000080B911410000000040510941,0103000020346C000001000000210000000000000030BE114100000000D0520941F22208C91CBE11410D50C1D149510941EC0A29E1E3BD11412E2715A2D24F09410983387887BD1141EB6A0ADC784E09410803561B0BBD1141F0F953C9494D09418ACAFA9173BC1141EEF98E0F514C0941696CF5AEC6BB114129EAAD3D984B0941F9571F170BBB11411CBAEF6D264B09410000000048BA114100000000004B094107A8E0E884B911411CBAEF6D264B094197930A51C9B8114129EAAD3D984B09417635056E1CB81141EEF98E0F514C0941F8FCA9E484B71141F0F953C9494D0941F77CC78708B71141EB6A0ADC784E094114F5D61EACB611412E2715A2D24F09410EDDF73673B611410D50C1D1495109410000000060B6114100000000D05209410EDDF73673B61141F3AF3E2E5654094114F5D61EACB61141D2D8EA5DCD550941F77CC78708B711411595F52327570941F8FCA9E484B711411006AC36565809417635056E1CB81141120671F04E59094197930A51C9B81141D71552C2075A094107A8E0E884B91141E4451092795A09410000000048BA114100000000A05A0941F9571F170BBB1141E4451092795A0941696CF5AEC6BB1141D81552C2075A09418ACAFA9173BC1141120671F04E5909410803561B0BBD11411006AC36565809410983387887BD11411595F52327570941EC0A29E1E3BD1141D2D8EA5DCD550941F22208C91CBE1141F3AF3E2E565409410000000030BE114100000000D0520941,20/12/2023 15:49,20/12/2023 15:49,{41},"{140,181}",{3}
